0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
3.104549378,-1.125980404,-0.682614048,1.823158839,0.763822814,-1.157129325,-1.793735761,-1.597360761,-1.899270396,-3.963306632,-5.450654732,-5.227062166,-4.742543495,-3.753268193,-3.479968025,-5.336597514,-7.041154433,-5.52039058,-3.349873037,-3.941325638,-4.661356781,-3.813580941,-3.642241624,-5.208031357,-5.540784646,-4.913056941,-7.939687099,-10.03013229,-4.50194852,2.499358388,5.741062332,8.330093357,12.86383597,19.64127225,27.18496632,36.2070677,50.35012194,68.9824993,88.70364872,110.0977604,135.4230897,163.0628582,186.9190294,205.1009013,220.5003595,229.3489563,229.3631582,224.2494053,214.5441135,201.688984,187.4645087,170.1105543,152.1148973,134.1000301,111.859931,91.51265617,73.9151749,56.99763913,48.7808187,49.62145802,56.22362497,68.50241723,73.13228969,55.06638983,22.71421086,-12.36731158,-41.74678915,-57.87541238,-65.3033385,-69.86146716,-76.68871992,-82.25904692,-72.45374815,-52.24673965,-34.96217755,-19.39552237,-5.073458329,2.57204064,2.161310711,-1.843488152,-4.084788555,-1.662922666,3.891105518,7.62349358,6.163422947,1.707130513,0.213532711,2.069648452,2.544281671,1.640149352,1.194716179,1.017804922,0.893608045,-0.080479981,-1.01656647,0.295214395,0.435289203,-0.523309168,1.747523968,3.772197347,4.226030704,4.461143992,4.750220598,7.959777713,12.48398489,14.84565476,15.13172367,14.36407385,13.88635161,12.84439432,9.888311075,7.404222514,7.274648254,8.536003341,11.18748541,14.37588428,12.91604469,6.79029873,3.19071797,2.434624767,1.964115925,4.553603934,8.06082339,7.025943063,2.836545972,-0.155215401,-0.241637072,0.709963698,0.285299207,-0.789542003,-2.740563025,-3.127639788,-1.792871331,-2.531022424,-3.474210545,-3.48364604,-2.021457008,-0.18446163,0.291828805,-0.401739384,-2.473465313,-4.045986517,-3.682518296,-3.094212926,-0.815280382,3.19143438,4.862283537,5.046489057,3.599501435,3.653281664,5.594114295,3.976127948,1.780600441,1.510784219,3.626374096,6.579884601,4.732983871,-0.648657091,-3.308091914,-1.79827141,1.681703357,3.609204719,1.600035975,-1.791963203,-3.377467128,-4.324433179,-5.001036409,-4.313385583,-2.41550994,-0.694051608,-0.373786485,0.63248514,0.853284725,-0.711836104,-1.74685962
0.089688167,0.089688167,0.156826839,0.223965511,0.291104183,0.223965511,0.089688167,-0.044589176,-0.111727848,-0.246005192,-0.246005192,-0.246005192,-0.380282536,-0.581698551,-0.715975895,-0.715975895,-0.648837223,-0.581698551,-0.648837223,-0.648837223,-0.581698551,-0.313143864,-0.380282536,-0.313143864,0.022549496,1.029629574,1.029629574,2.909512386,4.319424496,4.319424496,8.884854183,8.884854183,16.94149481,16.94149481,30.03353582,38.76156317,48.29525457,58.43319403,68.97396551,79.11190496,88.84701239,97.84359442,105.8330964,112.0769929,117.78378,121.9463776,124.4976472,125.2361725,124.7662018,123.2220124,120.3350495,116.1724518,110.8013581,105.3631257,97.37362371,89.0484284,80.38753973,71.92806707,63.60287176,55.34481512,47.42245184,39.76864325,31.98055731,24.32674871,17.07577215,10.16048895,3.715176449,-2.394442692,-7.69839777,-12.06241144,-15.82217707,-19.04483332,-21.59610285,-23.27456965,-24.41592707,-24.95303644,-25.02017511,-24.61734308,-23.67740168,-22.46890558,-20.92471613,-19.04483332,-16.89639582,-14.68081965,-12.26382746,-9.913973942,-7.69839777,-5.482821598,-3.535800114,-1.655917301,0.022549496,1.566738949,2.775235042,3.782315121,4.655117855,5.326504574,5.796475277,6.26644598,6.467861996,6.736416683,6.937832699,6.937832699,6.803555355,6.669278011,6.669278011,6.132168636,5.662197933,5.326504574,4.923672542,4.587979183,4.587979183,3.916592464,3.715176449,3.245205746,2.842373714,2.506680355,2.036709652,1.566738949,1.029629574,0.693936214,0.223965511,-0.17886652,-0.581698551,-0.917391911,-1.051669254,-1.25308527,-1.521639958,-1.790194645,-1.924471989,-2.058749333,-2.125888004,-2.058749333,-2.058749333,-2.058749333,-1.924471989,-1.790194645,-1.655917301,-1.521639958,-1.387362614,-1.25308527,-0.984530583,-0.715975895,-0.313143864,-0.044589176,0.089688167,0.358242855,0.492520199,0.492520199,0.425381527,0.425381527,0.358242855,0.089688167,-0.111727848,-0.111727848,-0.111727848,-0.111727848,-0.17886652,-0.380282536,-0.581698551,-0.783114567,-1.051669254,-1.051669254,-1.051669254,-1.25308527,-1.320223942,-1.25308527,-1.25308527,-1.25308527,-1.25308527,-1.185946598,-1.051669254,-0.984530583,-0.850253239,-0.648837223,-0.447421208
-1.63230225,-2.405291941,-0.00178793,3.195390912,2.598575508,-0.167472578,-0.503992152,1.465616329,3.421483591,2.728344851,-1.40960339,-5.177806466,-5.34083469,-2.186281626,0.863207228,1.897498807,2.728424613,2.782734573,0.362619731,-1.40841365,-0.641203275,-0.093029993,-0.623534536,0.849003435,2.772001327,3.159754328,4.173961929,4.967810913,7.088173948,14.57001988,29.32279477,45.052218,52.09122386,58.46092977,74.10647202,94.63577688,117.8038521,139.1203406,156.95801,176.241281,193.9747011,206.7183637,211.0717947,206.0889852,199.904703,199.1710281,198.1579365,187.0193092,164.5947869,140.2155241,122.1778488,110.024614,99.62981465,89.89064063,83.405171,75.06619992,60.73637431,46.10059456,37.00559369,33.02626786,29.9788815,24.92754596,18.13146016,13.13364088,10.94509762,8.849610819,6.949134997,5.044430465,1.276117014,-3.151968491,-6.56738625,-7.871584566,-6.335059284,-4.606329053,-3.322345444,0.427975468,7.403428548,12.9650436,13.34803044,14.544652,18.14342236,21.68076429,24.05474821,23.68284163,21.70969624,19.48130597,16.50327403,10.67248978,5.132960016,3.108247985,0.939138496,-3.074905545,-5.346011955,-4.566902308,-3.251430912,-1.946805695,-2.047621574,-3.983931932,-2.876771022,-1.733974026,-4.469525109,-6.453316944,-4.890702324,0.039375428,4.95813074,4.828826105,0.100192845,-4.101081508,-3.957693133,0.457788959,6.636634316,11.65369436,11.84337418,9.032168361,7.074746314,7.801215373,10.94958558,11.20300065,7.529312742,4.019853062,2.898123649,2.228056721,1.386715142,1.412504599,0.699919731,0.809251189,-0.182254581,-5.171846965,-7.77852761,-6.006627151,-4.605329505,-4.50312816,-4.228201336,-3.690576735,-3.122737312,-2.162251878,-1.781075969,-2.020100226,-1.374387623,-0.047099764,0.292385984,-0.428176141,-1.537567692,-2.712025783,-0.164701038,3.317545438,0.506370741,-3.344310566,-3.800736262,-3.905524213,-3.524619531,-2.411227698,-0.668232413,1.568109601,2.131487564,0.442746798,-0.404079644,-1.654299231,-3.393318113,-2.713510445,-2.935541577,-4.724327909,-3.927851191,0.604984257,2.856326299,1.664322104,1.353401115,-1.097717892,-3.985519656,-2.611235107,-0.156373469,2.174901156,3.297527228,2.964809416,2.572837918
-0.054659977,-0.121798649,-0.256075993,-0.52463068,-0.52463068,-0.726046696,-0.726046696,-0.927462712,-0.994601383,-1.061740055,-0.994601383,-0.927462712,-0.726046696,-0.726046696,-0.323214665,-0.256075993,0.012478695,0.21389471,0.54958807,0.818142757,1.220974788,1.690945492,2.429470882,3.43655096,4.84646307,6.592068538,8.80764471,11.49319159,15.05154119,19.75124823,25.25661932,31.97048651,39.55715643,48.28518377,57.41604315,66.88259588,76.55056463,85.81570135,95.0136994,102.9360627,108.6428498,113.5439728,116.9009064,119.1836213,121.0635041,122.5405549,123.6147736,123.6819123,122.6748322,120.3921174,117.0351838,112.4026154,106.2258576,101.3247346,95.21511541,89.44118963,83.93581854,78.16189276,72.25368963,66.21120916,59.56448065,52.78347479,45.80105291,31.63479315,31.63479315,24.51809393,17.53567205,4.645047054,4.645047054,-0.994601383,-9.386935368,-12.13962091,-14.22091974,-15.63083185,-16.43649591,-16.43649591,-15.89938654,-14.82516779,-13.21383966,-11.40109552,-9.521212712,-7.507052555,-5.492892399,-3.613009587,-3.613009587,-0.390353337,1.086697445,1.086697445,3.637966976,4.645047054,5.517849788,6.122097835,6.189236507,6.189236507,5.853543148,5.652127132,5.249295101,4.913601742,4.51076971,4.107937679,3.637966976,3.100857601,2.69802557,2.429470882,2.295193538,2.228054867,2.429470882,2.630886898,2.832302913,2.832302913,2.832302913,2.832302913,2.765164242,2.69802557,2.563748226,2.36233221,2.160916195,1.825222835,1.556668148,1.220974788,0.683865413,0.348172054,0.079617367,-0.256075993,-0.591769352,-0.86032404,-0.994601383,-0.994601383,-0.927462712,-0.793185368,-0.86032404,-0.86032404,-0.86032404,-0.994601383,-0.793185368,-0.86032404,-0.927462712,-0.994601383,-0.994601383,-0.726046696,-0.726046696,-0.591769352,-0.52463068,-0.323214665,-0.054659977,0.21389471,0.281033382,0.281033382,0.751004085,0.952420101,1.086697445,1.153836117,1.086697445,0.952420101,0.751004085,0.54958807,0.415310726,0.079617367,-0.121798649,-0.390353337,-0.457492008,-0.457492008,-0.658908024,-0.793185368,-0.591769352,-0.390353337,-0.390353337,-0.188937321,-0.256075993,-0.121798649,0.012478695,0.012478695,-0.054659977,-0.054659977,-0.256075993
-0.611193408,-1.447626473,-1.297755124,-0.673557353,-1.610251801,-1.72144623,-0.673270982,-0.662188802,0.358947272,2.246500529,2.18214761,1.80805976,1.178509169,-0.359378705,-0.70081302,-1.477949869,-3.753931625,-5.547517061,-4.74549529,-3.51544838,-3.249446452,-1.78883258,-0.165961527,-1.169669439,-2.615316703,-0.904626343,2.101843177,4.140441739,5.816526009,8.366375892,11.09882299,15.86956234,22.95310319,29.74160172,39.64621695,52.24991978,67.24836819,91.66418681,119.5516458,143.1318611,169.7140955,199.0809633,224.5574592,243.7607651,255.2804328,259.147386,252.3198136,235.635779,215.1963823,195.4833586,175.657055,151.0937092,128.9111524,119.9726233,119.9873998,118.8209809,113.3593122,102.7351204,87.76370338,76.18985129,73.52364074,72.9868177,70.00171672,66.89339654,58.98260735,46.59156941,37.1816685,31.35350777,24.96495943,17.28217252,11.43356955,5.441572565,-1.822473556,-6.36827473,-8.62195622,-11.26908119,-14.2507468,-15.27727838,-12.13250537,-9.183370946,-9.893322964,-9.669707646,-6.61608374,-4.151866164,-4.090650288,-4.607077514,-6.384863473,-8.818548881,-8.834658207,-7.541969436,-7.67773766,-9.422257321,-9.843125956,-10.23208577,-12.61623678,-12.25540671,-6.671865358,-2.211446136,-2.384368744,-3.618790042,-4.320002359,-2.784119287,0.319443813,0.725313324,-1.275390241,-2.625334747,-3.058737449,-3.41889252,-3.478577445,-3.703676757,-2.597570628,0.549207939,1.775161948,0.707804774,-0.729345167,-3.060830199,-4.477666378,-3.723262541,-2.457375519,-1.743838474,-0.748994364,-0.452594747,-2.800998363,-5.596231714,-6.294031468,-4.735677683,-2.899096163,-2.276891031,-1.712973462,-2.01823758,-4.590167323,-6.096545683,-6.276440999,-8.152863475,-8.303246041,-5.61991668,-4.257285737,-5.276170428,-7.436248218,-8.899939938,-8.262247462,-7.136425797,-7.355059079,-6.06925617,-3.990619761,-4.383689562,-5.399500821,-4.196389636,-1.272334646,-0.028479984,0.623068618,1.17629646,0.100209045,-0.540343872,-0.419866919,-0.187035727,-0.587850427,-0.809955721,-0.027630256,-0.88248314,-0.949744633,2.979612384,16.9267032,43.32210214,62.07502785,53.86027304,22.99686372,-7.285673089,-19.16485363,-15.90023843,-7.599873309,-1.258694819,1.695655695,2.909727959,2.83270758
-0.850253239,-0.783114567,-0.783114567,-0.581698551,-0.447421208,-0.447421208,-0.313143864,-0.111727848,-0.111727848,-0.313143864,-0.313143864,-0.313143864,-0.313143864,-0.715975895,-0.715975895,-0.850253239,-0.850253239,-0.783114567,-0.715975895,-0.648837223,-0.715975895,-0.514559879,-0.246005192,-0.044589176,0.761074886,1.365322933,2.103848324,3.245205746,4.990811214,7.609219417,11.03329168,15.80013739,22.37972723,30.97347723,41.3128327,52.79354559,64.9456452,77.29916082,89.78695379,101.200528,111.2041901,119.6636628,126.7132233,132.0843171,135.6426667,137.4554108,138.2610749,138.3953522,138.3953522,137.7239655,135.5083893,131.9500397,127.3174714,121.5435456,114.9639557,107.4444245,100.999112,93.74813543,86.36288153,79.04476629,71.3909577,63.40145575,55.21053778,47.42245184,39.97005926,32.92049871,26.07235418,19.62704168,13.51742254,7.676358089,2.305264339,-2.125888004,-5.952792301,-8.906893864,-11.05533136,-12.8680755,-14.0765716,-14.74795832,-15.41934504,-15.55362238,-15.28506769,-14.94937433,-14.41226496,-13.6066009,-12.8680755,-12.06241144,-11.25674738,-10.45108332,-9.712557926,-8.571200504,-7.631259098,-6.62417902,-5.885653629,-5.281405583,-5.012850895,-4.610018864,-3.804354801,-3.535800114,-3.267245426,-3.334384098,-3.468661442,-3.670077458,-3.670077458,-3.938632145,-4.072909489,-3.871493473,-3.804354801,-3.535800114,-3.40152277,-3.334384098,-3.40152277,-3.468661442,-3.535800114,-3.602938786,-3.602938786,-3.670077458,-3.737216129,-3.804354801,-4.005770817,-4.207186833,-4.274325504,-4.47574152,-4.610018864,-4.408602848,-4.47574152,-4.207186833,-3.938632145,-3.535800114,-3.200106754,-3.065829411,-3.132968083,-2.864413395,-2.730136051,-2.797274723,-2.797274723,-2.864413395,-2.998690739,-2.931552067,-2.864413395,-2.931552067,-2.931552067,-2.864413395,-2.730136051,-2.730136051,-2.528720036,-1.857333317,-1.857333317,-1.454501286,-1.118807926,-0.380282536,-0.380282536,-0.044589176,0.156826839,0.358242855,0.425381527,0.425381527,0.223965511,0.223965511,0.156826839,0.022549496,-0.044589176,-0.17886652,-0.246005192,-0.111727848,-0.111727848,0.089688167,0.291104183,0.559658871,0.693936214,0.761074886,0.828213558,0.761074886,0.828213558,0.962490902,0.828213558
5.090478706,3.343930392,-0.252886482,-1.544079917,-1.565021589,-1.194027887,-1.121919752,1.187607862,2.130642743,-0.471860601,-1.934583115,0.16771099,2.298722937,0.451676594,-1.260851054,-0.693933045,-0.987546895,-1.212598551,-0.296736476,-0.256905729,-0.406887667,-0.552156385,1.132184004,2.848942939,-0.185172579,-2.042973819,1.065220769,3.835454108,3.563978321,4.925497182,10.00541154,14.91962573,16.614352,17.75192835,24.05267473,33.20223613,42.89917621,56.63490558,77.33873235,102.4787241,126.0248567,150.5915235,180.9202475,214.1905585,242.665314,261.102174,268.1756952,262.1200428,247.7577667,232.8111407,215.8212182,192.8384558,167.744559,147.7953357,131.5408326,115.9819436,105.3307784,98.6374178,92.53959319,84.02422648,74.63521247,70.10872998,63.52332474,52.56202197,46.37576631,43.83087121,37.91948698,27.68038631,16.49170684,9.119121057,6.168357914,3.183023097,-1.356019692,-5.222112438,-6.532659749,-6.765704563,-7.885540479,-8.851900698,-9.95134908,-11.31140409,-9.865218479,-6.074794407,-4.955943497,-6.269816553,-8.129387427,-10.44693332,-9.894960015,-6.640313551,-2.933276126,0.749563074,1.61277229,1.379713257,4.142839615,4.789615409,0.726471753,-1.078966748,-0.532024271,-2.917449481,-6.483362222,-4.945283369,-0.576598183,0.491326169,1.458531039,4.053947903,5.983365274,4.985982935,3.56586404,4.887491055,5.327230213,5.488273592,5.85917555,5.112845509,4.094982107,1.350942121,-0.371014089,-0.515626269,-0.768295393,0.49754303,-0.340487512,-4.065397328,-7.504048247,-7.320441106,-4.001349808,-4.617355198,-8.534102201,-8.73040913,-6.059092047,-4.316713852,-3.05917858,-2.20333006,-1.066466158,-0.207139383,-1.66472977,-1.954064935,0.457579143,2.193990961,3.077760032,3.111936264,2.454476462,1.512527755,-0.60062962,-3.011472087,-4.561755817,-5.570968199,-4.664330375,-2.398815543,-2.835717423,-3.662369991,-2.984373712,-2.533862647,-1.850557356,-0.882382614,-0.255185656,-0.209203649,0.450354839,0.46660091,-0.847397728,-1.120917092,-0.448995495,-0.601305118,-2.712843477,-4.309245655,-1.735711046,2.206704667,2.879975803,2.662623758,3.880002068,4.932933929,4.744604545,3.895823723,4.128135393,3.342346836,1.07102497,-0.498991778,-0.325701081
0.042691097,0.042691097,0.042691097,0.042691097,-0.024447575,0.109829769,0.311245785,0.445523128,0.378384456,0.445523128,0.646939144,0.84835516,0.915493831,1.251187191,1.385464535,1.519741878,1.58688055,1.654019222,1.654019222,1.519741878,1.58688055,1.385464535,1.116909847,1.116909847,0.915493831,0.915493831,1.519741878,2.123989925,3.265347347,4.742398128,6.9579743,10.04635321,14.47750555,20.18429266,26.96529852,35.02193914,45.1598786,57.31197821,70.40401922,83.63033758,96.11813055,106.5917634,114.648404,120.6908845,124.3835114,126.3976716,127.0690583,127.136197,126.6662263,125.6591462,123.7792634,121.1608552,117.8710602,113.7756013,108.5387848,103.3019684,97.72945868,91.2170075,84.57027899,77.52071844,70.26974188,62.8173493,55.43209539,48.11398016,41.19869696,34.61910711,28.30807196,22.19845282,16.76022039,11.85909735,7.360806331,3.399624691,-0.360140934,-3.44851984,-6.134066715,-8.282504215,-10.02810968,-11.50516047,-12.64651789,-13.25076593,-13.45218195,-13.04934992,-12.3779632,-11.37088312,-8.953890934,-7.476840153,-6.201205387,-4.925570622,-3.649935856,-2.37430109,-1.232943669,-0.427279606,0.244107113,0.84835516,1.251187191,1.58688055,1.788296566,1.92257391,1.989712581,1.721157894,1.654019222,1.385464535,1.116909847,0.982632503,0.915493831,0.982632503,0.915493831,0.714077816,0.445523128,0.244107113,0.042691097,-0.158724919,-0.360140934,-0.762972965,-1.031527653,-1.501498356,-1.971469059,-2.508578434,-2.978549137,-3.515658512,-3.985629215,-4.388461247,-4.589877262,-4.589877262,-4.388461247,-3.985629215,-3.44851984,-2.978549137,-2.441439762,-1.971469059,-1.6357757,-1.30008234,-1.031527653,-0.897250309,-0.695834294,-0.695834294,-0.695834294,-0.762972965,-0.762972965,-0.695834294,-0.762972965,-0.897250309,-0.830111637,-0.964388981,-1.031527653,-0.964388981,-1.232943669,-1.501498356,-1.568637028,-1.702914372,-1.6357757,-1.6357757,-1.702914372,-1.568637028,-1.501498356,-1.367221012,-0.762972965,-0.762972965,-0.56155695,-0.293002262,0.311245785,0.5126618,0.5126618,0.5126618,0.378384456,0.445523128,0.445523128,0.445523128,0.5126618,0.445523128,0.311245785,0.176968441,0.109829769,-0.091586247,-0.024447575
1.170966869,-1.4382197,-3.884835332,-2.231703475,1.152170329,1.584337273,-0.723043242,0.403046447,3.695657256,2.499312983,0.429649491,0.05081958,-1.443658128,-3.19042697,-2.805912898,-1.488525668,-1.391654292,-0.154614557,1.447196745,1.77460322,1.520385947,-1.511106716,-4.865034486,-5.235762014,-5.532156282,-4.297007596,0.610639412,3.064375647,1.608234496,2.816470574,9.133869619,14.56240047,18.24210432,27.57678841,41.23541595,53.23607292,69.44926149,95.14520105,122.232323,146.8440837,176.5579217,215.9283824,255.4761357,281.3635765,291.0689436,293.8486491,292.1894715,277.8619125,252.4581255,225.3910335,201.3427922,180.611715,160.1325457,137.9363066,116.9127763,98.94361571,85.8119484,76.00039265,62.24801081,41.35811624,20.00329213,3.829072118,-8.658152058,-15.00589502,-14.23967147,-14.71619617,-18.48839039,-19.17921475,-20.07506766,-25.06856406,-29.43812856,-31.23626007,-29.87096114,-23.37465697,-14.19800578,-6.567533895,-1.84862059,0.061483026,-0.302434494,-2.358586854,-5.056640269,-6.632174258,-6.921599807,-5.130801204,-2.151353018,-1.970084626,-4.372397362,-3.757275882,-0.157735478,-0.015241751,-1.542047786,-2.859760891,-5.167632179,-6.043021619,-6.154201535,-6.824326745,-5.453228883,-4.288859627,-6.01146257,-5.820220158,-4.46088079,-6.34028162,-9.90952045,-10.70973665,-8.041465734,-2.879992345,1.532834848,2.90836831,5.359646249,6.887465266,4.035813832,1.116944433,0.136855216,0.533856377,3.151102675,4.227633355,2.522751085,1.229347432,-1.069955104,-3.530428825,-2.553404589,-0.543680429,-0.438301885,-1.387583881,-2.008555511,-2.109112743,-2.395402703,-1.092391629,1.33768722,1.46255334,-0.913219842,-4.474283356,-6.174807017,-3.526872277,0.686546892,1.9742367,0.036626271,-0.311269118,1.699134226,1.864635738,-0.377200041,-2.462048556,-1.280766682,1.454924346,3.326034502,4.664820927,3.703011203,2.028706195,1.414116071,2.067939236,5.111693762,13.7856873,30.43265487,45.59301764,44.53021288,25.13754372,2.816402111,-9.548440232,-12.49593709,-11.39622906,-10.49672155,-9.14975036,-5.933038707,-2.044914626,-0.166562448,-0.021732271,1.212459443,2.95958065,3.524229281,1.716676253,-0.04201775,1.355698919,2.042314298,1.087426965,1.972695204
-0.188937321,-0.256075993,-0.323214665,-0.323214665,-0.256075993,-0.256075993,-0.188937321,-0.256075993,-0.323214665,-0.323214665,-0.52463068,-0.52463068,-0.52463068,-0.726046696,-0.86032404,-1.061740055,-1.263156071,-1.397433415,-1.59884943,-1.733126774,-1.733126774,-1.800265446,-1.665988102,-1.464572087,-1.061740055,-0.457492008,0.348172054,1.62380682,3.167996273,5.182156429,7.934841976,11.56033026,16.19289862,30.02346502,40.16140448,52.24636541,66.00979315,80.98171698,95.61794744,108.5085724,120.1907014,129.6572541,129.6572541,142.3464631,145.9719514,148.5903596,150.2016877,150.2688264,148.8589142,145.3005646,140.2651642,134.6255158,127.9787873,120.1235627,110.4555939,100.5190705,89.97829901,79.43752752,69.16531073,59.16164862,49.62795721,40.49709784,31.83620916,23.64529119,15.85720526,8.471951351,1.758084163,-4.08298029,-9.051242008,-13.21383966,-16.57077326,-19.12204279,-21.13620295,-22.74753107,-23.95602716,-24.49313654,-24.69455256,-24.42599787,-23.68747248,-22.54611506,-21.47189631,-19.99484552,-18.31637873,-15.09372248,-15.09372248,-13.48239435,-11.80392756,-8.782687321,-8.782687321,-7.238497868,-4.351534977,-4.351534977,-2.135958805,-1.464572087,-0.86032404,-0.323214665,-0.054659977,0.21389471,0.683865413,0.952420101,1.355252132,1.62380682,1.959500179,2.093777523,2.026638851,2.093777523,2.026638851,1.959500179,1.825222835,1.758084163,1.758084163,1.690945492,1.62380682,1.556668148,1.28811346,1.086697445,0.818142757,0.616726742,0.348172054,0.348172054,0.348172054,0.21389471,0.281033382,0.21389471,-0.121798649,-0.121798649,-0.256075993,-0.256075993,-0.256075993,-0.256075993,0.079617367,0.21389471,0.482449398,0.482449398,0.482449398,0.415310726,0.415310726,0.21389471,0.012478695,-0.121798649,-0.188937321,-0.256075993,-0.457492008,-0.52463068,-0.591769352,-0.591769352,-0.658908024,-0.591769352,-0.591769352,-0.591769352,-0.52463068,-0.457492008,-0.390353337,-0.323214665,-0.323214665,-0.457492008,-0.658908024,-0.927462712,-1.128878727,-1.196017399,-1.263156071,-1.464572087,-1.665988102,-1.800265446,-1.800265446,-1.867404118,-1.733126774,-1.733126774,-1.263156071,-0.994601383,-0.658908024,-0.390353337,-0.256075993,0.079617367,0.21389471
